ID,Make,Model,Price,Year,Odometer,Fuel type,Engine type,Color,Body,Transmission,Drive
15915268,Peugeot,605,300,1996,250000,бензин,2000,белый,седан,Механика,Передний
15913690,Toyota,Camry,300,1988,444444,бензин,1999,белый,универсал,Механика,Передний
15910241,Ford,Escort,300,1991,40000,бензин,1300,бордовый,хэтчбек 5 дв.,Механика,Передний
15908698,Fiat,Uno,300,1992,200796,бензин (гибрид),1000,синий,хэтчбек 3 дв.,Механика,Передний
15904340,Mazda,626,300,1991,11111,бензин,1800,красный,хэтчбек 5 дв.,Механика,Передний
15903314,Ford,Escort,300,1997,250000,бензин,1400,зеленый,универсал,Механика,Передний
15900717,Volkswagen,Golf,300,1984,370000,бензин,1800,черный,хэтчбек 3 дв.,Механика,Передний
15894706,Mitsubishi,Galant,300,1991,40000,дизель,1900,серебристый,седан,Механика,Передний
15894004,Citroen,Xantia,300,1996,250000,дизель,2100,зеленый,универсал,Механика,Передний
15890392,Lada (ВАЗ),2107,300,2003,80000,бензин,1600,фиолетовый,седан,Механика,Задний
15890001,Nissan,Primera,300,1995,250000,бензин,1600,черный,седан,Механика,
15888970,Renault,19,300,1993,300,бензин,1800,красный,седан,Механика,Передний
15888492,Volkswagen,Polo,300,1984,11111,бензин,1300,красный,хэтчбек 3 дв.,Механика,Передний
15886976,ЗАЗ,1102 Таврия,300,1993,0,бензин,1200,красный,хэтчбек 3 дв.,Механика,Передний
15886826,Opel,Rekord,300,1984,1111111,бензин,1798,зеленый,седан,Механика,Задний
15881359,SEAT,Toledo,300,1993,1111111,бензин (пропан-бутан),1600,черный,универсал,Механика,Передний
15878218,Mitsubishi,Lancer,300,1992,380000,бензин,1500,бордовый,хэтчбек 5 дв.,Механика,Передний
15872596,Opel,Ascona,300,1986,100000,бензин,1600,синий,седан,Механика,Передний
15862585,ГАЗ,3110,300,1999,150000,бензин,2400,белый,седан,Механика,Задний
15860691,Nissan,Primera,300,1992,1234,дизель,2000,белый,универсал,Механика,Передний
15859724,Ford,Fiesta,300,1997,46467,дизель,1800,белый,хэтчбек 5 дв.,Механика,Передний
15840975,Москвич,412,300,1989,55000,бензин,1500,другой,универсал,Механика,Задний
15839645,Lada (ВАЗ),2107,300,1996,250000,бензин,1500,красный,седан,Механика,Задний
15830619,Renault,Megane,300,1996,250000,дизель,1900,серебристый,хэтчбек 5 дв.,Механика,Передний
15827151,Peugeot,205,300,1991,150000,дизель,1900,красный,хэтчбек 3 дв.,Механика,Передний
15825717,Lada (ВАЗ),2108,300,1993,150000,бензин,1500,серый,хэтчбек 3 дв.,Механика,Передний
15824895,Audi,100,300,1984,0,бензин,2200,белый,седан,Механика,Передний
15814668,Ford,Fiesta,300,1991,350,бензин,1100,синий,хэтчбек 3 дв.,Механика,Передний
15811973,SEAT,Ibiza,300,1995,1,бензин,1400,синий,хэтчбек 3 дв.,Механика,Передний
15792475,Alfa Romeo,146,300,1995,333333,бензин,1600,бордовый,хэтчбек 5 дв.,Механика,Передний
15785322,Honda,Rafaga,300,1995,250000,бензин,2000,синий,седан,Автомат,Передний
15784617,Mitsubishi,Galant,300,1988,999999,дизель,2000,желтый,седан,Механика,Передний
15784542,Nissan,Primera,300,1992,999999,дизель,2000,серый,хэтчбек 5 дв.,Механика,Передний
15778659,Mazda,323,300,1990,200000,бензин,1500,синий,седан,Механика,
15773073,Lada (ВАЗ),2109,300,1992,11111,бензин,1300,красный,хэтчбек 5 дв.,Механика,Передний
15767058,Nissan,Almera,300,1998,240000,бензин,1600,желтый,седан,Механика,Передний
15756297,Mercedes-Benz,E-Класс,300,1979,384,дизель,2000,белый,седан,Механика,Задний
15751939,Ford,Sierra,300,1989,340000,бензин (пропан-бутан),2000,серебристый,хэтчбек 5 дв.,Механика,Задний
15732419,Renault,19,300,1992,250000,бензин,1700,другой,седан,Механика,Передний
15730542,Ford,Scorpio,300,1994,300000,дизель,2500,зеленый,седан,Механика,Задний
15727707,Opel,Ascona,300,1983,250000,дизель,1500,бордовый,седан,Механика,Передний
15718062,Lada (ВАЗ),2105,300,1990,85000,бензин,1500,красный,седан,Механика,
15715618,ГАЗ,21,300,1965,78000,бензин,2400,синий,седан,Механика,Задний
15704084,Renault,19,300,1995,24456,бензин,1800,синий,хэтчбек 5 дв.,Механика,Передний
15675623,Mazda,Xedos 6,300,1994,340000,бензин,2000,черный,седан,Механика,Передний
15658752,Nissan,Bluebird,300,1988,300000,бензин,2000,белый,универсал,Механика,Передний
15651218,Volkswagen,Passat,300,1987,3,бензин,1600,зеленый,универсал,Механика,Передний
15632109,Ford,Mondeo,300,1994,413700,бензин,1597,серебристый,хэтчбек 5 дв.,Механика,Передний
15625786,Nissan,Sunny,300,1991,300000,бензин,1400,серый,седан,Механика,
15618668,Mitsubishi,Galant,300,1990,350000,бензин,1800,белый,хэтчбек 5 дв.,Механика,Передний
15616817,Ford,Orion,300,1989,85000,бензин,1400,другой,седан,Механика,Передний
15606798,Volvo,300 series,300,1987,67887,бензин,2000,серый,седан,Механика,Задний
15578042,SEAT,Toledo,300,1995,9999999,бензин,1800,черный,хэтчбек 5 дв.,Механика,
15561543,Mazda,323,300,1986,11111,бензин,1600,синий,хэтчбек 5 дв.,Механика,
15545345,Mazda,626,300,1989,300000,бензин,2000,синий,хэтчбек 5 дв.,Механика,
15502586,Mitsubishi,Lancer,300,1994,200000,бензин,1800,красный,хэтчбек 5 дв.,Механика,Передний
15473549,Daewoo,Espero,300,1997,258000,бензин,1800,зеленый,седан,Механика,Передний
15464303,Fiat,Tipo,300,1992,333333,бензин,1400,серый,хэтчбек 5 дв.,Механика,Передний
15463196,SEAT,Ibiza,300,1993,1111,бензин,1300,серебристый,хэтчбек 5 дв.,Механика,Передний
15373359,Volkswagen,Jetta,300,1983,250,бензин,1795,красный,седан,Механика,Передний
15368993,Mazda,323,300,1987,300,дизель,1700,синий,хэтчбек 5 дв.,Механика,Передний
15017116,Opel,Omega,300,1990,220000,бензин,2400,бордовый,универсал,Механика,
14690155,Alfa Romeo,164,300,1991,300000,бензин,2000,зеленый,седан,Механика,Передний
14667298,Ford,Mondeo,300,1995,400000,бензин (пропан-бутан),1800,синий,седан,Механика,Передний
14665031,Renault,Clio,300,1997,100,бензин (гибрид),1000,желтый,хэтчбек 5 дв.,Механика,Передний
14663296,Peugeot,309,300,1993,5000,бензин,1400,красный,хэтчбек 5 дв.,Механика,Передний
14639458,Ford,Sierra,300,1988,300000,дизель,2300,красный,седан,Механика,Задний
14626769,Volkswagen,Jetta,300,1986,300000,дизель,1600,зеленый,седан,Механика,Передний
14611908,Renault,19,300,1995,300000,бензин,1800,синий,хэтчбек 5 дв.,Механика,Передний
14597884,Mazda,626,300,1985,300000,бензин (пропан-бутан),2000,серебристый,хэтчбек 5 дв.,Механика,Передний
14578127,Mitsubishi,Space Wagon,300,1990,297000,дизель,1800,красный,минивэн,Механика,Передний
14577031,Rover,800,300,1993,111111,бензин,2000,зеленый,седан,Механика,Передний
14570039,Peugeot,405,300,1988,300000,бензин,1600,белый,седан,Механика,Передний
14543028,Opel,Kadett,300,1984,99000,бензин,1300,серебристый,хэтчбек 3 дв.,Механика,Передний
14526811,Hyundai,Accent,300,1995,200000,бензин,1500,красный,седан,Механика,Передний
14523441,Lada (ВАЗ),2109,300,1988,33000,бензин,1500,желтый,хэтчбек 5 дв.,Механика,Передний
14521977,Opel,Kadett,300,1991,250000,бензин,1400,белый,хэтчбек 3 дв.,Механика,Передний
14508228,Mazda,E-Series,300,1988,200000,бензин,2000,белый,микроавтобус пассажирский,Механика,Задний
14500612,Fiat,Croma,300,1989,2000000,бензин,1600,серебристый,хэтчбек 5 дв.,Механика,Передний
14437188,Ford,Escort,300,1996,1,дизель,1800,черный,универсал,Механика,Передний
14430119,Honda,Accord,300,1987,360000,бензин,1600,серебристый,седан,Механика,Передний
14407673,Toyota,Camry,300,1986,388000,бензин,1800,серый,седан,Механика,Передний
14396555,Volkswagen,Passat,300,1986,10000,бензин,1800,белый,универсал,Механика,Передний
14390522,Ford,Mondeo,300,1995,350000,бензин,1600,бордовый,хэтчбек 5 дв.,Механика,Передний
14221735,Mazda,626,300,1986,155555,бензин,2000,серый,хэтчбек 5 дв.,Механика,Передний
14215894,Opel,Vectra,300,1991,320000,бензин,1600,белый,седан,Механика,Передний
14190159,Nissan,Sunny,300,1993,350000,бензин (пропан-бутан),1400,красный,седан,Механика,
14150445,BMW,5 серия,300,1985,500000,бензин,2000,синий,седан,Механика,Задний
14149425,Ford,Escort,300,1986,10,бензин,1400,серебристый,хэтчбек 5 дв.,Механика,Передний
13279394,Isuzu,Midi,300,1992,200000,дизель,2700,красный,микроавтобус пассажирский,Механика,Подключаемый полный
12693037,Renault,19,300,1992,500,бензин,1400,красный,хэтчбек 5 дв.,Механика,
15964830,Mercedes-Benz,E-Класс,301,1985,444082,дизель,1988,белый,седан,Механика,Задний
16165308,Fiat,Tipo,304,1990,278309,бензин,1400,другой,хэтчбек 5 дв.,Механика,Передний
16089090,Opel,Omega,304,1988,216695,бензин,1998,коричневый,седан,Автомат,Задний
15931152,Lada (ВАЗ),2107,304,1987,48379,бензин,1500,красный,седан,Механика,
14451084,Audi,80,307,1986,441546,бензин,1595,серебристый,седан,Механика,Передний
16168780,Mitsubishi,Space Runner,309,1997,350000,бензин,1800,синий,минивэн,Автомат,Передний
14537549,Mitsubishi,Galant,309,1985,315000,бензин,1600,серый,седан,Механика,Передний
15961370,Audi,80,310,1987,804321,бензин,1800,синий,седан,Механика,Передний
15699544,Volkswagen,Golf,310,1984,250000,бензин,1600,зеленый,хэтчбек 5 дв.,Механика,Передний
15831663,Lada (ВАЗ),2106,312,1988,11820,бензин,1300,другой,седан,Механика,Задний
15599461,Ford,Sierra,312,1992,7434,дизель,1800,серый,седан,Механика,Задний
14587109,Audi,80,312,1990,390911,бензин,1800,зеленый,седан,Механика,Передний
16186564,Ford,Fiesta,313,1992,500000,дизель,1800,красный,хэтчбек 3 дв.,Механика,Передний
16178879,Lada (ВАЗ),2106,313,1977,90300,бензин,1600,красный,седан,Механика,Задний
16171660,Москвич,2141,313,1994,249450,бензин,1500,серебристый,хэтчбек 5 дв.,Механика,Передний
16166490,Audi,80,313,1980,300000,бензин,1800,серый,седан,Механика,Передний
16153222,Opel,Astra,313,1992,49900,бензин,1600,белый,универсал,Механика,Передний
16121253,Lada (ВАЗ),2102,313,1975,30000,бензин,1600,оранжевый,универсал,Механика,Задний
16034726,Suzuki,Swift,313,1992,250000,бензин,1600,серый,седан,Механика,Передний
16029912,Mazda,323,313,1990,0,бензин,1300,красный,хэтчбек 5 дв.,Механика,
16002495,Hyundai,Pony,313,1994,210000,бензин,1300,красный,седан,Механика,Передний
15971401,Lada (ВАЗ),2101,313,1978,175000,бензин,1300,белый,седан,Механика,Задний
15858817,Opel,Ascona,313,1983,245,бензин,1600,белый,хэтчбек 5 дв.,Механика,Передний
15737036,Hyundai,Lantra,313,1997,250000,бензин,1600,синий,универсал,Механика,Передний
15700052,Lada (ВАЗ),2103,313,1979,30000,бензин,1300,другой,седан,Механика,Задний
15638218,Opel,Vectra,313,1992,250000,бензин,1600,серебристый,седан,Механика,Передний
13891199,Lada (ВАЗ),21099,313,1994,117000,бензин,1300,серый,седан,Механика,Передний
12258209,Москвич,412,313,1980,85000,бензин,1500,оранжевый,седан,Механика,Задний
15554657,Ford,Mondeo,315,1994,319261,бензин,1600,красный,хэтчбек 5 дв.,Механика,Передний
15639451,Renault,19,316,1991,240680,бензин,1721,серый,седан,Механика,Передний
15897900,Lada (ВАЗ),2109,318,1988,300000,бензин,1300,синий,хэтчбек 5 дв.,Механика,Задний
15549826,Lada (ВАЗ),2109,319,1999,399511,бензин,1499,фиолетовый,хэтчбек 5 дв.,Механика,Передний
16157715,Ford,Scorpio,320,1988,400000,бензин,2000,синий,хэтчбек 5 дв.,Механика,Задний
16138592,Renault,19,320,1992,250000,бензин,1700,красный,хэтчбек 5 дв.,Механика,Передний
16128909,Hyundai,Accent,320,1995,230000,бензин,1300,синий,хэтчбек 3 дв.,Механика,Передний
16099382,Ford,Escort,320,1991,59,бензин,1600,другой,универсал,Механика,Передний
15904589,Lada (ВАЗ),2106,320,1989,300000,бензин,1600,другой,седан,Механика,Задний
15700767,Hyundai,Pony,320,1992,350,бензин,1500,серый,седан,Механика,Передний
15562903,Mazda,626,320,1988,220000,бензин,2000,синий,хэтчбек 5 дв.,Механика,Передний
16062616,Ford,Orion,323,1986,46798,дизель,1608,зеленый,седан,Механика,Передний
15862978,Alfa Romeo,146,324,1995,111111,бензин,1600,зеленый,хэтчбек 5 дв.,Механика,Передний
15532378,Volvo,460,324,1995,250000,бензин,1800,красный,седан,Механика,Передний
15934727,SEAT,Ibiza,325,1996,300000,бензин,1400,зеленый,хэтчбек 5 дв.,Механика,Передний
15600060,Lada (ВАЗ),21099,328,1998,177170,бензин,1500,другой,седан,Механика,Передний
15482707,Renault,19,328,1994,247261,бензин,1700,синий,хэтчбек 3 дв.,Механика,Передний
16165414,Peugeot,405,330,1989,1000,бензин,1600,красный,седан,Механика,Передний
16132458,Lada (ВАЗ),2106,330,1988,3333,бензин,1600,белый,седан,Механика,Задний
15999020,Lada (ВАЗ),2102,330,1978,100000,бензин,1200,желтый,универсал,Механика,Задний
15839823,Ford,Escort,330,1987,400000,дизель,1600,белый,хэтчбек 5 дв.,Механика,Передний
15973670,Lada (ВАЗ),2106,331,1988,275,бензин,1290,белый,седан,Механика,Задний
15682730,Opel,Kadett,331,1986,35366,дизель,1598,белый,седан,Механика,Передний
14552775,Opel,Omega,331,1994,458000,бензин,1998,зеленый,седан,Механика,Задний
14823825,Lada (ВАЗ),2106,332,1982,99999,бензин,1600,белый,седан,Механика,Задний
16179606,Mercedes-Benz,C-Класс,333,1994,300000,бензин,2200,синий,седан,Механика,Задний
16084135,ГАЗ,69,333,1969,123445,бензин,2400,другой,внедорожник 3 дв.,Механика,Подключаемый полный
15948109,Opel,Kadett,333,1990,56000,дизель,1700,красный,седан,Механика,Передний
15814403,Citroen,Xantia,333,1995,300000,дизель,1900,синий,хэтчбек 5 дв.,Механика,Передний
13846303,Москвич,2140,333,1984,133000,бензин,1500,зеленый,седан,Механика,Задний
15552680,Ford,Sierra,334,1991,40096,дизель,1800,серый,седан,Механика,Задний
15876847,Lada (ВАЗ),2108,335,1987,200000,бензин,1300,красный,хэтчбек 3 дв.,Механика,Передний
15948088,Ford,Mondeo,337,1994,300000,бензин,1800,зеленый,универсал,Механика,Передний
16190312,Fiat,Tipo,338,1990,158000,бензин,1400,зеленый,хэтчбек 5 дв.,Механика,Передний
16178861,Volkswagen,Jetta,338,1991,350000,бензин,1300,синий,седан,Механика,Передний
16176334,Lada (ВАЗ),2101,338,1985,80000,бензин (гибрид),1200,белый,седан,Механика,Передний
16176216,Opel,Vectra,338,1989,290,бензин,1600,белый,седан,Механика,Передний
16175604,Lada (ВАЗ),2106,338,1986,385286,бензин,1300,белый,седан,Механика,Задний
16172185,Ford,Sierra,338,1991,350000,дизель,1800,красный,универсал,Механика,
16153744,Opel,Corsa,338,1998,280000,бензин,1600,синий,хэтчбек 3 дв.,Механика,Передний
16120595,Peugeot,205,338,1991,300000,бензин,1400,серый,хэтчбек 5 дв.,Механика,Передний
16100617,Mazda,626,338,1992,306,бензин (пропан-бутан),1800,серый,хэтчбек 5 дв.,Механика,Передний
16079995,Lada (ВАЗ),2106,338,1989,300000,бензин,1300,красный,седан,Механика,Задний
16070644,Fiat,Tempra,338,1991,0,бензин,1400,серебристый,седан,Механика,Передний
16063530,Toyota,Carina,338,1995,1,дизель,2000,черный,седан,Механика,Передний
15995935,Lada (ВАЗ),2103,338,1990,0,бензин,1300,белый,седан,Механика,Задний
15979990,Volvo,300 series,338,1989,210000,бензин (пропан-бутан),1400,белый,хэтчбек 3 дв.,Механика,Задний
15972322,Peugeot,605,338,1990,300000,бензин,2000,синий,седан,Механика,
15968523,Fiat,Tempra,338,1993,300000,бензин,1600,красный,седан,Механика,Передний
15946751,Opel,Kadett,338,1985,4444444,дизель,1600,белый,универсал,Механика,Передний
15897972,Fiat,Tempra,338,1995,300000,дизель,1900,белый,универсал,Механика,Передний
15860402,Renault,21,338,1991,100,бензин,1700,белый,седан,Механика,Передний
15831703,Skoda,Felicia,338,1996,240000,бензин,1300,бордовый,универсал,Механика,Передний
15831693,Volkswagen,Golf,338,1991,340000,бензин,1800,черный,хэтчбек 3 дв.,Механика,Передний
15782544,Mazda,626,338,1986,111111,бензин (пропан-бутан),2000,синий,хэтчбек 5 дв.,Механика,Передний
15699627,Lada (ВАЗ),2101,338,1979,245677,бензин,1200,белый,седан,Механика,Задний
15698223,Ford,Mondeo,338,1995,600,бензин,1800,синий,седан,Механика,Передний
15633035,Mitsubishi,Space Runner,338,1995,240000,бензин,1800,зеленый,минивэн,Механика,Передний
15591385,Audi,100,338,1985,300000,бензин,1800,синий,седан,Механика,Передний
15530278,Mitsubishi,Colt,338,1991,340000,бензин,1300,красный,хэтчбек 3 дв.,Механика,Передний
15481250,Opel,Vectra,338,1993,278000,бензин,1600,бордовый,седан,Механика,Передний
14557662,Nissan,Primera,338,1991,370000,бензин,1600,бордовый,универсал,Механика,Передний
14457170,ГАЗ,31029,338,1996,100000,бензин,2400,черный,седан,Механика,
14329579,Lada (ВАЗ),2104,338,1994,170000,бензин,1500,белый,универсал,Механика,Задний
15982859,Volkswagen,Jetta,339,1985,276735,бензин,1600,синий,седан,Механика,Передний
16101476,Lada (ВАЗ),2106,340,1986,75000,бензин,1600,другой,седан,Механика,Задний
15930406,Lada (ВАЗ),2107,340,2001,82000,бензин,1500,синий,седан,Механика,Задний
15881123,Lada (ВАЗ),2106,340,1989,187000,бензин,1300,белый,седан,Механика,Задний
16031121,Nissan,Sunny,341,1990,395020,дизель,1974,серый,седан,Механика,Передний
15630856,Opel,Omega,341,1994,420133,дизель,2497,синий,седан,Механика,Задний
14546985,Renault,Laguna,344,1996,353872,бензин,1800,синий,хэтчбек 5 дв.,Механика,Передний
16177313,ГАЗ,3110,345,2006,250000,бензин,2400,серебристый,седан,Механика,Задний
16065649,Ford,Escort,345,1992,400000,бензин,1600,красный,хэтчбек 5 дв.,Механика,Передний
16038080,Opel,Corsa,345,1994,298568,бензин,1200,зеленый,хэтчбек 3 дв.,Механика,Передний
15608470,Lada (ВАЗ),2105,346,2008,71613,бензин,1600,зеленый,седан,Механика,Задний
15509547,Volkswagen,Golf,346,1984,60485,бензин,1272,белый,хэтчбек 5 дв.,Механика,Передний
15873901,Alfa Romeo,164,349,1992,321215,дизель,2500,зеленый,седан,Механика,Передний
16189934,Nissan,Sunny,350,1994,535000,дизель,2000,белый,универсал,Механика,Передний
16197160,Opel,Vectra,350,1991,400000,бензин,1600,серый,хэтчбек 5 дв.,Механика,Передний
16196996,Kia,Sephia,350,1997,360000,бензин,1498,серебристый,седан,Механика,
16196917,Audi,90,350,1985,70000,бензин,2100,серебристый,седан,Механика,Передний
16195806,Opel,Kadett,350,1993,75000,дизель,1700,другой,седан,Механика,Передний
16193991,Fiat,Tipo,350,1994,250000,бензин,1400,синий,хэтчбек 5 дв.,Механика,Передний
16193895,Mitsubishi,Lancer,350,1994,322286,бензин,1600,серый,универсал,Механика,Передний
16192528,Audi,80,350,1986,300000,бензин,1600,серый,седан,Механика,Передний
16190186,Citroen,ZX,350,1993,385000,бензин,1400,бордовый,хэтчбек 5 дв.,Механика,Передний
16189654,Ford,Sierra,350,1991,369854,бензин (пропан-бутан),2000,белый,седан,Механика,Задний
16187742,Lada (ВАЗ),2101,350,1980,58500,бензин,1300,оранжевый,другой,Механика,Задний
16186945,Volkswagen,Golf,350,1983,310000,бензин,1300,другой,хэтчбек 3 дв.,Механика,Передний
16186147,Audi,80,350,1985,380000,дизель,1600,черный,седан,Механика,Передний
16183693,Audi,80,350,1984,250000,бензин,1800,красный,седан,Механика,Передний
16183189,Opel,Vectra,350,1992,300000,бензин,1600,серый,седан,Механика,Передний
16183006,Ford,Orion,350,1991,99999,бензин,1400,синий,седан,Механика,Передний
16182150,Mitsubishi,Galant,350,1990,350000,бензин,1800,белый,седан,Механика,Передний
16178957,Ford,Mondeo,350,1993,285421,бензин,1600,бордовый,хэтчбек 5 дв.,Механика,Передний
16177359,Fiat,Brava,350,1995,200000,бензин,1400,фиолетовый,хэтчбек 5 дв.,Механика,Передний
16176868,Lada (ВАЗ),2107,350,1988,200000,бензин,1500,желтый,седан,Механика,
16176800,Lada (ВАЗ),2108,350,1987,150000,бензин,1300,белый,хэтчбек 3 дв.,Механика,Передний
16173685,Lada (ВАЗ),2105,350,1986,350000,бензин,1300,синий,седан,Механика,Задний
16172787,Mitsubishi,Lancer,350,1995,250000,бензин,1300,серебристый,седан,Механика,Передний
16171958,Mazda,626,350,1989,400000,бензин (пропан-бутан),2000,серый,хэтчбек 5 дв.,Механика,Передний
16171638,Mazda,121,350,1994,2400000,бензин,1300,красный,седан,Механика,Передний
16169033,Citroen,Xantia,350,1998,1,дизель,1900,серебристый,хэтчбек 5 дв.,Механика,Передний
16168125,Nissan,Primera,350,1992,250000,дизель,2000,белый,седан,Механика,Передний
16167739,Renault,25,350,1990,11,бензин,2209,зеленый,хэтчбек 5 дв.,Механика,Передний
16166864,Volkswagen,Golf,350,1987,5000,бензин,1300,другой,хэтчбек 5 дв.,Механика,Передний
16166507,Opel,Vectra,350,1991,322439,бензин,1800,белый,седан,Механика,Передний
16166399,Nissan,Bluebird,350,1986,20000,дизель,2000,бордовый,седан,Механика,Передний
16166000,Fiat,Punto,350,1994,35000,бензин,1200,красный,хэтчбек 3 дв.,Механика,Передний
16165081,Opel,Astra,350,1993,710000,бензин,1800,бордовый,хэтчбек 5 дв.,Автомат,Передний
16164222,Lada (ВАЗ),2108,350,1992,30000,бензин,1500,белый,хэтчбек 3 дв.,Механика,Передний
16160642,Lada (ВАЗ),2101,350,1980,300000,бензин,1250,другой,седан,Механика,Задний
16158060,Lada (ВАЗ),2107,350,2006,98980,бензин,1500,синий,седан,Механика,Задний
16156920,Opel,Kadett,350,1991,64070,дизель,1700,белый,универсал,Механика,Передний
16156873,Opel,Kadett,350,1991,24448,дизель,1700,красный,универсал,Механика,Передний
16156076,Mazda,626,350,1989,10000,бензин,2000,красный,купе,Механика,Передний
16155756,Hyundai,Lantra,350,1992,300,бензин,1600,серебристый,седан,Механика,Передний
16155363,SEAT,Ibiza,350,1990,111111,бензин,1200,серый,хэтчбек 5 дв.,Механика,Передний
16154808,Opel,Rekord,350,1986,1,бензин (пропан-бутан),2000,другой,седан,Механика,Задний
16154383,Ford,Escort,350,1997,0,дизель,1800,серебристый,универсал,Механика,Передний
16153826,Volkswagen,Passat,350,1985,300000,дизель,1600,коричневый,универсал,Механика,Передний
16153383,Ford,Sierra,350,1988,86,бензин,1800,серый,седан,Механика,Задний
16152828,Opel,Ascona,350,1987,123445,бензин,1600,серый,седан,Механика,Передний
16152789,Nissan,Primera,350,1995,23570,бензин (пропан-бутан),2000,зеленый,универсал,Механика,Передний
16150420,Lada (ВАЗ),2106,350,1988,540000,бензин,1300,белый,седан,Механика,Задний
16141750,ГАЗ,3110,350,1999,200000,бензин,2400,белый,седан,Механика,Задний
16138293,Ford,Orion,350,1993,200000,бензин,1300,бордовый,седан,Механика,Передний
16135867,Mazda,323,350,1994,220,бензин,1600,синий,седан,Механика,
16135700,Lada (ВАЗ),2106,350,1986,50000,бензин,1600,желтый,седан,Механика,Задний
16134038,Москвич,2141,350,1990,80000,бензин,1500,желтый,хэтчбек 5 дв.,Механика,Передний
16125122,Kia,Sephia,350,1997,295000,бензин,1600,зеленый,седан,Механика,Передний
16124463,Fiat,Punto,350,1994,250000,бензин,1100,синий,хэтчбек 5 дв.,Механика,Передний
16123546,Ford,Escort,350,1997,1,бензин,1800,серый,универсал,Механика,
16119887,Renault,25,350,1991,280000,бензин,2200,серый,хэтчбек 5 дв.,Механика,
16119351,Mazda,626,350,1991,333333,бензин,2000,белый,седан,Механика,Передний
16115796,Lada (ВАЗ),2103,350,1988,35555,бензин,1500,коричневый,седан,Механика,
16115684,Mercedes-Benz,E-Класс,350,1982,270000,дизель,3000,серебристый,седан,Механика,Задний
16115316,Kia,Clarus,350,1997,220000,бензин,1800,белый,седан,Механика,Передний
16112087,Kia,Sephia,350,1994,375462,бензин,1500,красный,седан,Механика,Передний
16111759,Lada (ВАЗ),2101,350,1980,333333,бензин,1500,красный,седан,Механика,Задний
16109902,Opel,Omega,350,1994,285888,бензин,2000,серый,седан,Механика,Задний
16107181,Volkswagen,Golf,350,1983,111111,бензин,1300,красный,хэтчбек 5 дв.,Механика,Передний
16104880,Renault,Clio,350,1993,300000,бензин,1400,белый,хэтчбек 5 дв.,Механика,Передний
16102555,Mercedes-Benz,190 (W201),350,1988,350000,бензин,2000,бордовый,седан,Автомат,Задний
16100708,Audi,100,350,1984,256000,бензин,1800,синий,седан,Механика,Передний
16100706,Mitsubishi,Galant,350,1991,44000,бензин,1800,синий,хэтчбек 5 дв.,Механика,Передний
16097892,Audi,100,350,1984,99999,бензин (пропан-бутан),1900,серый,седан,Механика,Передний
16175449,Skoda,Felicia,250,1995,135000,бензин,1300,белый,хэтчбек 5 дв.,Механика,Передний
16094872,Kia,Sephia,350,1994,300000,бензин,1600,зеленый,седан,Механика,Передний
16093232,Opel,Astra,350,1992,280000,бензин,1600,серый,хэтчбек 5 дв.,Механика,Передний
16092963,Peugeot,405,350,1989,0,бензин,1900,серебристый,седан,Механика,Передний
16092643,Lada (ВАЗ),2108,350,1987,170000,бензин,1500,белый,хэтчбек 3 дв.,Механика,Передний
16092120,Ford,Sierra,350,1987,500000,бензин,2000,синий,седан,Механика,Задний
16090598,Opel,Kadett,350,1986,300000,дизель,1600,красный,седан,Механика,Передний
16090518,Audi,80,350,1984,300000,дизель,1600,бордовый,седан,Механика,Передний
16090297,Audi,80,350,1986,333333,бензин,1800,бордовый,седан,Механика,
16085417,Peugeot,605,350,1994,350000,бензин,2000,зеленый,седан,Механика,Передний
16082609,Lada (ВАЗ),2107,350,1991,200000,бензин,1500,белый,седан,Механика,Задний
16081068,Lada (ВАЗ),2101,350,1981,9999,бензин,1200,оранжевый,седан,Механика,Задний
16079707,Ford,Sierra,350,1987,30000,дизель,2300,серый,седан,Механика,Передний
16079412,Mitsubishi,Space Wagon,350,1992,10000,дизель,1800,белый,минивэн,Механика,Передний
16079282,Mitsubishi,Lancer,350,1993,160000,бензин,1600,синий,седан,Механика,Передний
16078072,Ford,Escort,350,1996,108000,бензин,1600,синий,хэтчбек 5 дв.,Механика,
16077532,Ford,Escort,350,1986,250000,дизель,1600,серый,хэтчбек 5 дв.,Механика,Передний
16076002,Peugeot,405,350,1989,111111,бензин,1600,черный,седан,Механика,
16074538,Эксклюзив,Самодельный,350,2015,5555555,бензин,3000,красный,другой,Механика,Задний
16073884,Mitsubishi,Galant,350,1996,256,бензин,1800,синий,седан,Механика,Передний
16073596,Volkswagen,Jetta,350,1986,350000,бензин,1300,бордовый,купе,Механика,Передний
16073473,Volvo,S40,350,1999,300000,бензин,2000,черный,седан,Автомат,Передний
16070967,Lada (ВАЗ),2109,350,1992,227000,бензин,1300,другой,универсал,Механика,Передний
16061887,Mazda,323,350,1987,337459,бензин,1500,синий,хэтчбек 5 дв.,Механика,Передний
16061851,Ford,Ka,350,1997,200000,бензин,1300,фиолетовый,хэтчбек 3 дв.,Механика,Передний
16059398,Ford,Scorpio,350,1987,370000,бензин,2000,синий,седан,Механика,Задний
16056639,Lada (ВАЗ),21099,350,1994,98000,бензин (пропан-бутан),1300,красный,седан,Механика,Передний
16056272,Lada (ВАЗ),2101,350,1983,80,бензин,1300,черный,седан,Механика,
